Line #,Key,en Version,ka Translation
56,ka.mongoid.attributes.message.name,Name,სახელი
57,ka.mongoid.attributes.message.email,Email Address,ელ. ფოსტა
58,ka.mongoid.attributes.message.message,Message,შეტყობინება
59,ka.mongoid.attributes.message.subject,Subject,სათაური
60,ka.mongoid.attributes.agreement.email,Email Address,ელ. ფოსტა
61,ka.mongoid.attributes.agreement.first_name,First Name,სახელი
62,ka.mongoid.attributes.agreement.last_name,Last Name,გვარი
63,ka.mongoid.attributes.agreement.age_group,Age Group,ასაკობრივი ჯგუფი
64,ka.mongoid.attributes.agreement.country,Country,ქვეყანა
65,ka.mongoid.attributes.agreement.affiliation,Affiliation,დაწესებულება
66,ka.mongoid.attributes.agreement.status,Status,სტატუსი
67,ka.mongoid.attributes.agreement.status_other,When other(Please specify),როდესაც სხვა (გთხოვთ მიუთითოთ)
68,ka.mongoid.attributes.agreement.description,Short summary (<i>optional</i>),საკვლევი ობიექტის მოკლე აღწერა (<i>არჩევითი</i>)
69,ka.mongoid.attributes.agreement.dataset_id,Dataset,მონაცემები
70,ka.mongoid.attributes.agreement.dataset_type,File Type,ფაილის ტიპი
71,ka.mongoid.attributes.agreement.dataset_locale,Language,ენა
72,ka.mongoid.attributes.agreement.download_type,Download Type,ჩამოტვირთვის ტიპი
73,ka.mongoid.attributes.agreement.created_at,Date,თარიღი
74,ka.mongoid.attributes.page_content.name,Unique Name,უნიკალური სახელი
75,ka.mongoid.attributes.page_content.title,Title,სახელწოდება 
76,ka.mongoid.attributes.page_content.content,Content,კონტენტი
77,ka.mongoid.attributes.dataset.title,Title,სახელწოდება 
78,ka.mongoid.attributes.dataset.description,Description,აღწერა
79,ka.mongoid.attributes.dataset.methodology,Methodology,მეთოდოლოგია
80,ka.mongoid.attributes.dataset.source,Source of Data,მონაცემთა წყარო
81,ka.mongoid.attributes.dataset.source_url,URL to Source,წყაროს URL
82,ka.mongoid.attributes.dataset.datafile,Data File,მონაცემების ფაილი
83,ka.mongoid.attributes.dataset.has_warnings,Issues with Data,მონაცემებთან დაკავშირებული პრობლემური საკითხები
84,ka.mongoid.attributes.dataset.stats,Dataset Stats,მონაცემთა სტატისტიკა
85,ka.mongoid.attributes.dataset.codebook,Codebook,კოდირების დოკუმენტი
86,ka.mongoid.attributes.dataset.released_at,Date Released,გამოქვეყნების თარიღი
87,ka.mongoid.attributes.dataset.start_gathered_at,Date Started Gathering Data,მონაცემთა შეგროვების დაწყების თარიღი
88,ka.mongoid.attributes.dataset.end_gathered_at,Date Finished Gathering Data,მონაცემთა შეგროვების დასრულების თარიღი
89,ka.mongoid.attributes.dataset.gathered_at,Dates Collected,შეგროვების თარიღები
90,ka.mongoid.attributes.dataset.public,Make Available to the Public,გავხადოთ საჯაროდ ხელმისაწვდომი
91,ka.mongoid.attributes.dataset.languages,Languages of Dataset,მონაცემთა ენა
92,ka.mongoid.attributes.dataset.default_language,Default Language,ძირითადი ენა
93,ka.mongoid.attributes.dataset.is_mappable,Has questions that are geographic in nature,შეიცავს გეოგრაფიული ხასიათის შეკითხვებს
94,ka.mongoid.attributes.dataset.created_at,Date Added to Site,Date Added to Site
95,ka.mongoid.attributes.dataset.reports,Reports,ანგარიშები
96,ka.mongoid.attributes.dataset.category_ids,Categories,კატეგორიები
97,ka.mongoid.attributes.dataset.country_ids,Country(s) Data Represents,მონაცემებით წარმოდგენილი ქვეყანა/ქვეყნები
98,ka.mongoid.attributes.dataset.permalink,URL to Dataset,მონაცემთა URL
99,ka.mongoid.attributes.dataset.is_weighted,Weighted Data,შეწონილი მონაცემები
100,ka.mongoid.attributes.dataset.updated_at,Date Last Updated,ბოლო განახლების თარიღი
101,ka.mongoid.attributes.dataset.donor,Donor,დონორი
102,ka.mongoid.attributes.dataset.license_title,License Title,ლიცენზიის სახელწოდება
103,ka.mongoid.attributes.dataset.license_description,License Description,ლიცენზიის აღწერა
104,ka.mongoid.attributes.dataset.license_url,License URL,ლიცენზიის URL
105,ka.mongoid.attributes.dataset.user_id,Uploaded By,Uploaded By
106,ka.mongoid.attributes.dataset.owner_id,Maintain Under Account,Maintain Under Account
107,ka.mongoid.attributes.stats.questions_analyzable,Analyzable Questions,გაანალიზებადი შეკითხვები
108,ka.mongoid.attributes.stats.public_questions_analyzable,Public Analyzable Questions,საჯარო გაანალიზებადი შეკითხვები
109,ka.mongoid.attributes.stats.questions_good,Questions With Predefined Answers,შეკითხვები წინასწარ განსაზღვრული პასუხებით
110,ka.mongoid.attributes.stats.questions_no_text,No Question Text,არ არის შეკითხვის ტექსტი
111,ka.mongoid.attributes.stats.questions_no_answers,No Predefined Answers,არ არის წინასწარ განსაზღვრული პასუხები
112,ka.mongoid.attributes.stats.questions_bad_answers,Bad Answers,ცუდი პასუხები
113,ka.mongoid.attributes.stats.data_records,Total Responses,პასუხების ჯამური რაოდენობა
114,ka.mongoid.attributes.question.code,Question Code,შეკითხვის კოდი
115,ka.mongoid.attributes.question.original_code,Question Code,შეკითხვის კოდი
116,ka.mongoid.attributes.question.text,Question,შეკითხვა
117,ka.mongoid.attributes.question.notes,Notes,შენიშვნები
118,ka.mongoid.attributes.question.exclude,Exclude Question from Analysis,ანალიზიდან შეკითხვის გამორიცხვა
119,ka.mongoid.attributes.question.exclude_download_header,Exclude Question from Analysis (leave blank to show question),ანალიზიდან შეკითხვის გამორიცხვა (დატოვე ცარიელი შეკითხვის გამოსაჩენად)
120,ka.mongoid.attributes.question.no_questions,There are no questions on file for this dataset.,ამ მონაცემებისთვის არ არის შეკითხვები 
121,ka.mongoid.attributes.question.is_mappable,Question has been setup to show answers on a map,შეკითხვის პასუხები რუკაზე გამოჩნდება
122,ka.mongoid.attributes.question.has_code_answers,Has defined list of answers,აქვს პასუხების განსაზღვრული სია
123,ka.mongoid.attributes.question.possible_answers,Possible Answer Values,შესაძლო პასუხების მნიშვნელობები
124,ka.mongoid.attributes.question.data_answers,Answer Values in Data,პასუხების მნიშვნელობები მონაცემებში
125,ka.mongoid.attributes.question.can_download,Include Question in Download for Public,შეიყვანე შეკითხვა საჯარო ჩამოტვირთვაში
126,ka.mongoid.attributes.question.has_map_adjustable_max_range,Max Range of Choropleth Map is Adjustable,რუკაზე დატანილი მონაცემების მაქსიმალური მნიშვნელობის შეცვლა შესაძლებელია 
127,ka.mongoid.attributes.question.is_weight,This question is a weight,ეს შეკითხვა შეიცავს შეწონვებს
128,ka.mongoid.attributes.answer.value,Value,მნიშვნელობა
129,ka.mongoid.attributes.answer.text,Answer,პასუხი
130,ka.mongoid.attributes.answer.exclude,Exclude Answer from Analysis,ანალიზიდან შეკითხვის გამორიცხვა
131,ka.mongoid.attributes.answer.exclude_download_header,Exclude Answer from Analysis (leave blank to show answer),ანალიზიდან შეკითხვის გამორიცხვა (დატოვე ცარიელი პასუხის გამოსაჩენად)
132,ka.mongoid.attributes.answer.can_exclude,Can Exclude During Analysis,ანალიზის დროს შეიძლება გამორიცხვა
133,ka.mongoid.attributes.answer.can_exclude_download_header,Can Exclude During Analysis (leave blank to always show answer),ანალიზის დროს შეიძლება გამორიცხვა (დატოვე ცარიელი პასუხის მუდმივად გამოსაჩენად)
134,ka.mongoid.attributes.answer.no_questions,There are no questions on file for this dataset.,ამ მონაცემებისთვის არ არის შეკითხვები 
135,ka.mongoid.attributes.answer.sort_order,Sort Order,დახარისხების წყობა
136,ka.mongoid.attributes.answer.shape_name,Name of Shape,რუკის კონტურული ფორმის სახელი
137,ka.mongoid.attributes.group.title,Name,სახელი
138,ka.mongoid.attributes.group.description,Description,აღწერა
139,ka.mongoid.attributes.group.include_in_charts,Include the Description in the Chart Titles?,დიაგრამის დასახელებებში ჩაიწეროს აღწერა? 
140,ka.mongoid.attributes.group.codes,Questions in this Group,შეკითხვები ამ ჯგუფში
141,ka.mongoid.attributes.group.parent_id,This Group is a Subgroup of,ეს არის ქვეჯგუფი ჯგუფისა 
142,ka.mongoid.attributes.group.sub_group,Subgroup,ქვეჯგუფი
143,ka.mongoid.attributes.weight.code,Question with Weight,შეკითხვა შეწონვით
144,ka.mongoid.attributes.weight.text,Weight Name,შეწონვის სახელწოდება
145,ka.mongoid.attributes.weight.is_default,Is Default Weight?,არის ძირითადი შეწონვა?
146,ka.mongoid.attributes.weight.applies_to_all,Applies to All Questions,მიემართება ყველა შეკითხვას
147,ka.mongoid.attributes.weight.applies_to,Applies To,მიემართება 
148,ka.mongoid.attributes.weight.all_questions,All Questions,ყველა შეკითხვა
149,ka.mongoid.attributes.weight.codes,Apply the Weight to the Following Questions,შეწონვა მიემართება შემდეგ შეკითხვებს
150,ka.mongoid.attributes.report.title,Title,სახელწოდება 
151,ka.mongoid.attributes.report.file,File,ფაილი
152,ka.mongoid.attributes.report.released_at,Date Released,გამოქვეყნების თარიღი
153,ka.mongoid.attributes.report.language_id,Language,ენა
154,ka.mongoid.attributes.report.summary,Summary,მოკლე შეჯამება
155,ka.mongoid.attributes.time_series.title,Title,სახელწოდება 
156,ka.mongoid.attributes.time_series.description,Description,აღწერა
157,ka.mongoid.attributes.time_series.source,Source of Data,მონაცემთა წყარო
158,ka.mongoid.attributes.time_series.source_url,URL to Source,წყაროს URL
159,ka.mongoid.attributes.time_series.public,Make Available to the Public,გავხადოთ საჯაროდ ხელმისაწვდომი
160,ka.mongoid.attributes.time_series.created_at,Date Added to Site,Date Added to Site
161,ka.mongoid.attributes.time_series.datasets,Datasets,მონაცემები
162,ka.mongoid.attributes.time_series.dates,Dates Included,მოიცავს თარიღებს
163,ka.mongoid.attributes.time_series.category_ids,Categories,კატეგორიები
164,ka.mongoid.attributes.time_series.country_ids,Country(s) Data Represents,მონაცემებით წარმოდგენილი ქვეყანა/ქვეყნები
165,ka.mongoid.attributes.time_series.permalink,URL to Time Series,პერიოდული შედარების URL
166,ka.mongoid.attributes.time_series.is_weighted,Weighted Data,შეწონილი მონაცემები
167,ka.mongoid.attributes.time_series.updated_at,Date Last Updated,ბოლო განახლების თარიღი
168,ka.mongoid.attributes.time_series.license_title,License Title,ლიცენზიის სახელწოდება
169,ka.mongoid.attributes.time_series.license_description,License Description,ლიცენზიის აღწერა
170,ka.mongoid.attributes.time_series.license_url,License URL,ლიცენზიის URL
171,ka.mongoid.attributes.time_series.user_id,Uploaded By,Uploaded By
172,ka.mongoid.attributes.time_series_dataset.dataset_id,Dataset,მონაცემები
173,ka.mongoid.attributes.time_series_dataset.title,Label,იარლიყი
174,ka.mongoid.attributes.time_series_dataset.sort_order,Sort Order,დახარისხების წყობა
175,ka.mongoid.attributes.time_series_question.code,Question Code,შეკითხვის კოდი
176,ka.mongoid.attributes.time_series_question.original_code,Question Code,შეკითხვის კოდი
177,ka.mongoid.attributes.time_series_question.text,Question,შეკითხვა
178,ka.mongoid.attributes.time_series_question.notes,Notes,შენიშვნები
179,ka.mongoid.attributes.time_series_group.title,Name,სახელი
180,ka.mongoid.attributes.time_series_group.description,Description,აღწერა
181,ka.mongoid.attributes.time_series_group.include_in_charts,Include the Description in the Chart Titles?,დიაგრამის დასახელებებში ჩაიწეროს აღწერა? 
182,ka.mongoid.attributes.time_series_group.codes,Questions in this Group,შეკითხვები ამ ჯგუფში
183,ka.mongoid.attributes.time_series_group.parent_id,This Group is a Subgroup of,ეს არის ქვეჯგუფი ჯგუფისა 
184,ka.mongoid.attributes.time_series_group.sub_group,Subgroup,ქვეჯგუფი
185,ka.mongoid.attributes.time_series_weight.dataset_id,Dataset with Weight,შეწონილი მონაცემები
186,ka.mongoid.attributes.time_series_weight.code,Question with Weight,შეკითხვა შეწონვით
187,ka.mongoid.attributes.time_series_weight.text,Weight Name,შეწონვის სახელწოდება
188,ka.mongoid.attributes.time_series_weight.is_default,Is Default Weight?,არის ძირითადი შეწონვა?
189,ka.mongoid.attributes.time_series_weight.applies_to_all,Applies to All Questions,მიემართება ყველა შეკითხვას
190,ka.mongoid.attributes.time_series_weight.applies_to,Applies To,მიემართება
191,ka.mongoid.attributes.time_series_weight.all_questions,All Questions,ყველა შეკითხვა
192,ka.mongoid.attributes.time_series_weight.codes,Apply the Weight to the Following Questions,შეწონვა მიემართება შემდეგ შეკითხვებს
193,ka.mongoid.attributes.time_series_weight_assignment.dataset_id,Dataset,მონაცემები
194,ka.mongoid.attributes.time_series_weight_assignment.code_unique_id,Question with Unique Response IDs,შეკითხვა პასუხის უნიკალური ID-ებით
195,ka.mongoid.attributes.time_series_dataset_question.code,Question Code,შეკითხვის კოდი
196,ka.mongoid.attributes.time_series_dataset_question.text,Question,შეკითხვა
197,ka.mongoid.attributes.time_series_dataset_question.notes,Notes,შენიშვნები
198,ka.mongoid.attributes.time_series_dataset_question.dataset,Dataset,მონაცემები
199,ka.mongoid.attributes.time_series_answer.value,Value,მნიშვნელობა
200,ka.mongoid.attributes.time_series_answer.text,Answer,პასუხი
201,ka.mongoid.attributes.time_series_answer.can_exclude,Can Exclude During Analysis,შეუძლია ანალიზის დროს გამორიცხვა
202,ka.mongoid.attributes.time_series_answer.sort_order,Sort Order,დახარისხების წყობა
203,ka.mongoid.attributes.shapeset.title,Title,სახელწოდება 
204,ka.mongoid.attributes.shapeset.description,Description,აღწერა
205,ka.mongoid.attributes.shapeset.source,Source of Shapeset,ფორმების ცხრილის წყარო
206,ka.mongoid.attributes.shapeset.source_url,URL to Souce,წყაროს URL
207,ka.mongoid.attributes.shapeset.shapefile,GeoJSON File,GeoJSON ფაილი
208,ka.mongoid.attributes.shapeset.languages,Languages of Shapeset,ფორმების ცხრილის ენა
209,ka.mongoid.attributes.shapeset.default_language,Default Language,ძირითადი ენა
210,ka.mongoid.attributes.shapeset.created_at,Added On,დამატებულია
211,ka.mongoid.attributes.api_version.permalink,Permalink,პერმალინკი
212,ka.mongoid.attributes.api_version.title,Title,სახელწოდება 
213,ka.mongoid.attributes.api_version.public,Make Available to the Public,გავხადოთ საჯაროდ ხელმისაწვდომი
214,ka.mongoid.attributes.api_version.public_at,Released At,გამოქვეყნებულია
215,ka.mongoid.attributes.api_version.updated_at,Last Updated At,ბოლო განახლება
216,ka.mongoid.attributes.api_version.methods,Methods,მეთოდები
217,ka.mongoid.attributes.api_method.permalink,Permalink,პერმალინკი
218,ka.mongoid.attributes.api_method.title,Title,სახელწოდება 
219,ka.mongoid.attributes.api_method.content,Content,კონტენტი
220,ka.mongoid.attributes.api_method.public,Make Available to the Public,გავხადოთ საჯაროდ ხელმისაწვდომი
221,ka.mongoid.attributes.api_method.public_at,Released At,გამოქვეყნებულია
222,ka.mongoid.attributes.api_method.updated_at,Last Updated At,ბოლო განახლება
223,ka.mongoid.attributes.api_method.sort_order,Sort Order,დახარისხების წყობა
224,ka.mongoid.attributes.api_request.api_key_id,API Key ID,API-ის გასაღების ID
225,ka.mongoid.attributes.api_request.user_id,User ID,მომხმარებლის ID
226,ka.mongoid.attributes.api_request.user_name,Name,სახელი
227,ka.mongoid.attributes.api_request.dataset_id,Dataset ID,მონაცემების ID
228,ka.mongoid.attributes.api_request.dataset_title,Dataset,მონაცემები
229,ka.mongoid.attributes.api_request.time_series_id,Time Series ID,პერიოდული შედარების ID
230,ka.mongoid.attributes.api_request.time_series_title,Time Series,პერიოდული შედარება
231,ka.mongoid.attributes.api_request.ip_address,IP Address,IP მისამართი
232,ka.mongoid.attributes.api_request.locale,API Locale,API ადგილი
233,ka.mongoid.attributes.api_request.api_version,API Version,API ვერსია
234,ka.mongoid.attributes.api_request.action,API Action,API ქმედება
235,ka.mongoid.attributes.api_request.question_code,Question Code,შეკითხვის კოდი
236,ka.mongoid.attributes.api_request.broken_down_by_code,Broken Down By Code,ჩაშლილია კოდით
237,ka.mongoid.attributes.api_request.filtered_by_code,Filtered By Code,გაფილტრულია კოდით
238,ka.mongoid.attributes.api_request.can_exclude,Can Exclude,შეუძლია გამორიცხვა
239,ka.mongoid.attributes.api_request.with_title,With Title,სახელწოდებით
240,ka.mongoid.attributes.api_request.with_chart_data,With Chart Data,დიაგრამით
241,ka.mongoid.attributes.api_request.with_map_data,With Map Data,რუკით
242,ka.mongoid.attributes.api_request.browser,Browser,ბრაუზერი
243,ka.mongoid.attributes.api_request.version,Browser Version,ბრაუზერის ვერსია
244,ka.mongoid.attributes.api_request.os,OS,OS
245,ka.mongoid.attributes.api_request.platform,OS Platform,OS პლატფორმა
246,ka.mongoid.attributes.api_request.app,App,App
247,ka.mongoid.attributes.api_request.is_mobile,Is Mobile Device?,მობილური მოწყობილობაა?
248,ka.mongoid.attributes.api_request.created_at,Date,თარიღი
249,ka.mongoid.attributes.api_key.key,Access Token,დაშვების გასაღები
250,ka.mongoid.attributes.api_key.created_at,Date Created,შექმნის თარიღი
251,ka.mongoid.attributes.category.name,Name,სახელი
252,ka.mongoid.attributes.category.permalink,URL to Category,ბმული
253,ka.mongoid.attributes.category.sort_order,Sort Order,დახარისხების წყობა
254,ka.mongoid.hints.dataset.title,The title of your dataset,თქვენი მონაცემების სახელწოდება
255,ka.mongoid.hints.dataset.description,Explain what your dataset is about,"აღწერეთ, რაზეა თქვენი მონაცემები"
256,ka.mongoid.hints.dataset.methodology,Explain how the data in the dataset was collected,"აღწერეთ, როგორ იქნა შეგროვებული მონაცემები"
257,ka.mongoid.hints.dataset.source,Who collected this data,ვინ შეაგროვა მონაცემები
258,ka.mongoid.hints.dataset.source_url,"URL to the Source's website. Please include the http as part of the url (e.g., http://source.com)","წყაროს ვებგვერდის URL. გთხოვთ, გამოიყენით http როგორც url-ის ნაწილი (მაგ. http://source.com)"
259,ka.mongoid.hints.dataset.datafile,"Only sav, dta, csv, xls, xlsx formats are allowed","დასაშვებია მხოლოდ sav, dta, csv, xls, xlsx ფორმატები"
260,ka.mongoid.hints.dataset.datafile_read_only,"At this time, you cannot load a new datafile to add or replace existing information",ამ დროისთვის არ შეგიძლიათ მონაცემთა ახალი ფაილის ატვირთვა ახლის დასამატებლად ან ძველის ჩანასაცვლებლად
261,ka.mongoid.hints.dataset.codebook,"Only txt, pdf, doc, docx formats are allowed","დასაშვებია მხოლოდ txt, pdf, doc, docx ფორმატები"
262,ka.mongoid.hints.dataset.released_at,Date the dataset was released to the public,მონაცემების საჯაროდ გამოქვეყნების თარიღი
263,ka.mongoid.hints.dataset.start_gathered_at,Date the data gathering process began,მონაცემების შეგროვების დაწყების თარიღი
264,ka.mongoid.hints.dataset.end_gathered_at,Date the data gathering process finished,მონაცემების შეგროვების დასრულების თარიღი
265,ka.mongoid.hints.dataset.public,Select 'Yes' to make your dataset available to the world,"მონიშნეთ 'დიახ', რათა თქვენი მონაცემები საჯაროდ ხელმისაწვდომი გახდეს"
266,ka.mongoid.hints.dataset.languages,"Even though your dataset may be in one language, you can use these forms to translate all of the questions and answers into any language you desire.","იმ შემთხვევაშიც კი, თუ თქვენი მონაცემები მხოლოდ ერთ ენაზეა, თქვენ შეგიძლიათ ამ ფორმების გამოყენება, რათა თარგმნოთ ყველა შეკითხვა და პასუხი თქვენთვის სასურველ ნებისმიერ ენაზე"
267,ka.mongoid.hints.dataset.default_language,The dataset language that is shown by default if no specific language is requested by user,"მონაცემების ძირითადი ენა, თუ მომხმარებლის მიერ არ არის მოთხოვნილი რომელიმე სხვა ენა "
268,ka.mongoid.hints.dataset.category_ids,Assign the dataset to one or more categories,მიაკუთვნეთ მონაცემები ერთ ან მეტ კატეგორიას
269,ka.mongoid.hints.dataset.country_ids,Select which country(s) the dataset data represents,"მონიშნეთ ქვეყანა/ქვეყნები, რომელთაც ეს მონაცემები წარმოადგენენ"
270,ka.mongoid.hints.dataset.permalink,"An abbreviated name of the dataset that you want to appear in the URL (e.g., 'wms' for 'Welfare Monitoring Survey'). All special characters will be automatically removed.","მონაცემების შემოკლებული სახელი, რომელიც გსურთ, რომ გამოჩნდეს URL-ში (მაგალითად, 'wms', რაც აღნიშნავს 'Welfare Monitoring Survey'-ის). ყველა სპეციალური სიმბოლო ავტომატურად წაიშლება."
271,ka.mongoid.hints.dataset.donor,Person(s) or organization(s) that funded your data collection,"პიროვნება/პიროვნებები ან ორგანიზაცია/ორგანიზაციები, რომელთაც დააფინანსეს მონაცემთა შეგროვება"
272,ka.mongoid.hints.dataset.license_title,The title of the license,ლიცენზიის სახელწოდება
273,ka.mongoid.hints.dataset.license_description,A brief description of the license,ლიცენზიის მოკლე აღწერა
274,ka.mongoid.hints.dataset.license_url,A URL to webpage that has more information about the license,"იმ ვებგვერდის URL, რომელზეც არის მეტი ინფორმაცია ლიცენზიის შესახებ"
275,ka.mongoid.hints.dataset.owner_id,Select the account that you want the dataset to be stored under,Select the account that you want the dataset to be stored under
276,ka.mongoid.hints.shapeset.title,The title of your shapeset,სახელწოდება ფორმების კრებულისთვის
277,ka.mongoid.hints.shapeset.description,Short summary of what is in the shapeset,ფორმების ცხრილის შინაარსის მოკლე აღწერა
278,ka.mongoid.hints.shapeset.source,Who put the shapeset together,ვინ შეადგინა რუკის კონტურული ფორმები
279,ka.mongoid.hints.shapeset.source_url,"URL to the Source's website. Please include the http as part of the url (e.g., http://source.com)","წყაროს ვებგვერდის URL. გთხოვთ, გამოიყენით http როგორც url-ის ნაწილი (მაგ. http://source.com)"
280,ka.mongoid.hints.shapeset.shapefile,Only json and geojson formats are allowed,დასაშვებია მხოლოდ json და geojson ფორმატები
281,ka.mongoid.hints.shapeset.languages,"Even though your shapeset may be in one language, you can use this form to translate all of the shapeset into any language you desire.","იმ შემთხვევაშიც კი, თუ თქვენი მონაცემები მხოლოდ ერთ ენაზეა, თქვენ შეგიძლიათ ამ ფორმების გამოყენება რათა თარგმნოთ ყველა შეკითხვა და პასუხი თქვენთვის სასურველ ნებისმიერ ენაზე"
282,ka.mongoid.hints.shapeset.default_language,The shapeset language that is used by default if no specific language is requested,"რუკის კონტურული ფორმების ძირითადი ენა, თუკი სხვა ენა არაა მოთხოვნილი"
283,ka.mongoid.hints.question.text,The text of the question,შეკითხვის ტექსტი
284,ka.mongoid.hints.question.notes,Any special notes about the question,სპეციფიკური შენიშვნა შეკითხვასთან დაკავშირებით
285,ka.mongoid.hints.question.exclude,"If selected, this question will not be available during analysis",მონიშვნის შემთხვევაში ეს შეკითხვა არ იქნება ხელმისაწვდომი ანალიზის დროს
286,ka.mongoid.hints.question.is_mappable,"If the question is mappable in nature, you can match the question to a shapeset and be able to analyize the question on a map","თუ შეკითხვის რუკაზე დატანა შესაძლებელია, შეგიძლიათ შეკითხვას შეუსაბამოთ რუკის კონტურული ფორმა და შესაძლებელი იქნება შეკითხვის რუკაზე გაანალიზება "
287,ka.mongoid.hints.question.can_download,"If selected, this question will be included in the data download available to the public","მონიშვნის შემთხვევაში ეს პასუხი იქნება მონაცემებში, რომლის ჩამოტვირთვა ყველას შეუძლია"
288,ka.mongoid.hints.question.is_weight,"If this question contains weight values, you can apply the weight to the dataset","თუ ეს შეკითხვა შეიცავს შეწონვას, შესაძლებელია იმავე შეწონვის მთლიან მონაცემზე გამოყენება "
289,ka.mongoid.hints.answer.value,The value of the answer,პასუხის მნიშვნელობა
290,ka.mongoid.hints.answer.text,The text of the answer,პასუხის ტექსტი
291,ka.mongoid.hints.answer.exclude,"If selected, this answer will not be available during analysis.",მონიშვნის შემთხვევაში ეს შეკითხვა არ იქნება ხელმისაწვდომი ანალიზის დროს
292,ka.mongoid.hints.answer.can_exclude,"If selected, this answer will be available during analysis, but can be turned off if desired by the user.","მონიშვნის შემთხვევაში ეს შეკითხვა იქნება ხელმისაწვდომი ანალიზის დროს, მაგრამ მომხმარებლის სურვილის შემთხვევაში ის შეიძლება გამოირთოს"
293,ka.mongoid.hints.answer.sort_order,The order the answers should appear,პასუხების გამოჩენის თანმიმდევრობა
294,ka.mongoid.hints.answer.default_text,This is the answer text from the default language which is provided to make it easier to complete the translation,"ეს არის პასუხის ტექსტი მთავარი ენიდან, რომელიც მოწოდებულია რათა თარგმანის გასაადვილებლად"
295,ka.mongoid.hints.group.title,The group name will appear in the codebook and on the explore page in the question drop-down lists,"ჯგუფის სახელწოდება გამოჩნდება კოდირების დოკუმენტში, მონაცემების გვერდზე და შეკითხვების ჩამოსაშლელ ჩამონათვალში "
